field,operational_field,approved_debug_artifact_excluded,historical_missing_from_baseline_quickconfig,present_in_current_quickconfig,current_growth_since_baseline,authoritative_type,authoritative_default,authoritative_grid,authoritative_grid_source,authoritative_definition_selected,authoritative_definition_sites,inventory_sources,inventory_groups,catalog_present,family,required_npz_arrays,required_npz_arrays_basis,side_applicability,venue_applicability,timeframe_applicability,existing_vector_read,existing_vector_read_sites,rejected_vector_census_sites,existing_live_read,existing_live_read_sites,rejected_live_census_sites,recommended_disjoint_vector_tranche
BTC_HEDGE_SAMESYM_REQUIRE_HTF_TFS_MIN,True,False,True,False,False,int,1,[1],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":1,""line"":3998,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":1,""line"":3998,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_SAMESYM,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_SAMESYM_REQUIRE_WT_15M,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3997,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3997,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_SAMESYM,"[""wt1_15m"",""wt2_15m""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""15m""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_SAMESYM_REQUIRE_WT_3M,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3996,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3996,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_SAMESYM,"[""wt1_3m"",""wt2_3m""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""3m""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_SAMESYM_TRIGGER_LOSS_PCT,True,False,True,False,False,float,-0.3,[-0.3],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":-0.3,""line"":3995,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":-0.3,""line"":3995,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_SAMESYM,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_SAME_SYMBOL_PCT,True,False,True,False,False,float,1.0,[1.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1.0,""line"":3926,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1.0,""line"":3926,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_SAME,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_TRIGGER_LOSS_PCT,True,False,True,False,False,float,-0.4,[-0.4],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":-0.4,""line"":3925,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":-0.4,""line"":3925,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_TRIGGER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_WT_KILL_CONFIRM_TF,True,False,True,False,False,str,1h,"[""1h""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""1h"",""line"":3928,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""1h"",""line"":3928,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_WT,"[""wt1_1h"",""wt2_1h""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1h""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_HEDGE_WT_VEL_GATE_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3930,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3930,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3225,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_HEDGE_WT,"[""wt1_{tf}"",""wt2_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2728:simulate_one_symbol:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_INTRABAR_REVERSAL_EXIT,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3952,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3952,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_INTRABAR_REVERSAL,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:445:build_btc_exit_mask:getattr""]",[],False,[],[],06_EXIT_SIGNALS_FILTERS
BTC_LEVERAGE,True,False,True,False,False,float,20.0,[20.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":20.0,""line"":3945,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":20.0,""line"":3945,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""SIZING""]",False,SIZING,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:2022:_btc_dedicated_exit_decision:getattr""]",[],08_SIZING_EXPOSURE
BTC_MIN_HOLD_BARS,True,False,True,False,False,int,5,[5],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":5,""line"":3961,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":5,""line"":3961,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,BTC_MIN_HOLD,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],09_TIMING_POSITION_LIFECYCLE
BTC_PAPER_PARITY_VERIFY_AT_STARTUP,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3956,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3956,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,BTC_PAPER_PARITY,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_PAPER_RECONCILE_ALARM_DRIFT_PCT,True,False,True,False,False,float,0.1,[0.1],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.1,""line"":3957,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.1,""line"":3957,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,BTC_PAPER_RECONCILE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_PER_SYM_CONFIG_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3876,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3876,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3226,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2735:simulate_one_symbol:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_PER_TRADE_NOTIONAL_USD_MAX,True,False,True,False,False,float,290.0,[290.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":290.0,""line"":3946,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":290.0,""line"":3946,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""SIZING""]",False,SIZING,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:2021:_btc_dedicated_exit_decision:getattr""]",[],08_SIZING_EXPOSURE
BTC_PYRAMID_DISABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3951,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3951,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_PYRAMID_DISABLED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],04_AUGMENT_CAUSAL_STATE
BTC_REGIME_PAUSE_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3953,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3953,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3227,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,BTC_REGIME_PAUSE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2742:simulate_one_symbol:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_REVERSE_ON_EXIT_ENABLED,True,False,True,False,False,bool,True,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""bool"",""default"":true,""line"":4021,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":4021,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3228,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D"",""REENTRIES_ALL""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D"",""S2_BTC_BEST_REENTRY""]",False,S2_BTC_BEST_REENTRY,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2749:simulate_one_symbol:getattr""]",[],False,[],[],03_REENTRY_CAUSAL_STATE
BTC_REVERSE_REQUIRE_HTF_ALIGNED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":4022,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":4022,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_REVERSE_REQUIRE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_RISK_PATH,True,False,True,False,False,str,technical,"[""technical"",""fib"",""round""]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""str"",""default"":""technical"",""line"":3922,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""technical"",""line"":3922,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D"",""S2_BTC_BEST_RISK""]",False,S2_BTC_BEST_RISK,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_ROUND_BANDS_EACH_SIDE,True,False,True,False,False,int,8,[8],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":8,""line"":3897,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":8,""line"":3897,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""FILTER"",""RECENT_5D""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:1981:_btc_build_features_from_indicators:getattr""]",[],11_CROSS_CUTTING_OTHER
BTC_ROUND_INC_PRIMARY_USD,True,False,True,False,False,float,5000.0,[5000.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":5000.0,""line"":3895,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":5000.0,""line"":3895,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:138:_compute_red_zone_mask:getattr""]",[],True,"[""ez_positions_quick.py:1979:_btc_build_features_from_indicators:getattr""]",[],11_CROSS_CUTTING_OTHER
BTC_ROUND_INC_SECONDARY_USD,True,False,True,False,False,float,1000.0,[1000.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1000.0,""line"":3896,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1000.0,""line"":3896,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:139:_compute_red_zone_mask:getattr""]",[],True,"[""ez_positions_quick.py:1980:_btc_build_features_from_indicators:getattr""]",[],11_CROSS_CUTTING_OTHER
BTC_RZ_AS_BOOST_ENABLED,True,False,True,False,False,bool,True,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""bool"",""default"":true,""line"":4010,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":4010,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3229,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D"",""S2_BTC_BEST_CORE""]",False,S2_BTC_BEST_CORE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2756:simulate_one_symbol:getattr"",""vec_paths/btc_dedicated.py:296:build_btc_long_entry_mask:getattr"",""vec_paths/btc_dedicated.py:331:build_btc_short_entry_mask:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_RZ_PROXIMITY_PCT,True,False,True,False,False,float,0.5,"[0.5,1.0,2.0]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""float"",""default"":0.5,""line"":3884,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.5,""line"":3884,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""GLOBAL"",""RECENT_5D"",""S2_BTC_BEST_RISK""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:140:_compute_red_zone_mask:getattr""]",[],True,"[""ez_positions_quick.py:1984:_btc_build_features_from_indicators:getattr""]",[],11_CROSS_CUTTING_OTHER
BTC_RZ_SOFTEN_ACCEL_BY,True,False,True,False,False,int,1,[1],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":1,""line"":4011,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":1,""line"":4011,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_RZ_SOFTEN,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:298:build_btc_long_entry_mask:getattr"",""vec_paths/btc_dedicated.py:333:build_btc_short_entry_mask:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_RZ_USE_FIB,True,False,True,False,False,bool,True,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""bool"",""default"":true,""line"":3882,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3882,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D"",""S2_BTC_BEST_RISK""]",False,S2_BTC_BEST_RISK,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_RZ_USE_ROUND,True,False,True,False,False,bool,True,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""bool"",""default"":true,""line"":3883,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3883,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D"",""S2_BTC_BEST_RISK""]",False,S2_BTC_BEST_RISK,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:130:_compute_red_zone_mask:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_RZ_USE_WT_DC,True,False,True,False,False,bool,True,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""bool"",""default"":true,""line"":3881,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3881,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D"",""S2_BTC_BEST_RISK""]",False,S2_BTC_BEST_RISK,"[""wt1_{tf}"",""wt2_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""vec_paths/btc_dedicated.py:131:_compute_red_zone_mask:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
BTC_RZ_WT_DC_MULTIFACTOR,True,False,True,False,False,bool,True,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,"{""annotation"":""bool"",""default"":true,""line"":3981,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3981,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":true,""line"":3275,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""S2_BTC_BEST_MISSING_14""]",False,S2_BTC_BEST_MISSING_14,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],08_SIZING_EXPOSURE
BTC_TECH_EXIT_AT_ANY_PNL,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":3937,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":3937,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,BTC_TECH_EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],06_EXIT_SIGNALS_FILTERS
