switch,value,mean_delta_vs_bh,n_keys_positive,verdict,best_value_for_switch,best_value_mean_delta,BNBUSDC_LONG,BNBUSDC_SHORT,BTCDOMUSDT_LONG,BTCDOMUSDT_SHORT,BTCUSDC_LONG,BTCUSDC_SHORT,DOGEUSDC_LONG,DOGEUSDC_SHORT,ETHUSDC_LONG,ETHUSDC_SHORT,HYPEUSDT_LONG,HYPEUSDT_SHORT,SOLUSDC_LONG,SOLUSDC_SHORT,WLDUSDC_LONG,WLDUSDC_SHORT,XRPUSDC_LONG,XRPUSDC_SHORT,ZECUSDC_LONG,ZECUSDC_SHORT
MFI_MIN_4h,5,-0.1099,10,RETUNE,95,0.0125,-0.048,0.163,0.003,0.003,-0.06,0.252,0.039,-0.042,0.209,-1.409,-0.012,0.01,1.33,-2.663,-0.017,-0.007,-0.193,0.242,-0.003,0.006
EMA_DIST_D,0.0,-0.1121,10,RETUNE,-0.2,0.662,-12.151,11.517,-0.618,0.535,-22.883,19.524,12.357,-13.15,139.761,-136.323,-0.708,0.378,124.177,-123.291,-5.981,5.501,-21.757,21.017,-1.418,1.271
STOCH_MAX_15m,5,-0.1218,10,REDO_FUNCTION,95,-0.106,-27.593,26.506,-1.749,1.247,-36.204,32.133,14.2,-15.466,218.92,-211.823,-8.402,7.651,210.77,-210.248,-21.141,20.002,-42.201,41.343,-3.755,3.373
ADX_MAX_15m,30,-0.1226,10,RETUNE,15,0.0606,-11.095,10.602,-0.993,0.797,-18.607,14.199,6.086,-6.006,94.57,-89.021,-2.474,1.922,74.251,-73.193,-7.498,5.842,-17.105,15.509,-1.444,1.207
STOCH_MAX_15m,80,-0.1231,10,REDO_FUNCTION,95,-0.106,-4.919,5.217,-0.321,0.262,-4.9,7.201,2.787,-2.837,37.97,-38.602,-1.077,1.659,36.795,-42.685,-3.873,3.661,-7.321,8.456,-0.584,0.649
STOCH_MIN_D,5,-0.1256,10,REDO_FUNCTION,5,-0.1256,-1.313,1.706,-0.081,0.223,-2.058,2.715,2.771,-2.92,8.506,-11.103,-2.192,1.972,15.175,-16.172,-4.79,4.657,-1.679,2.271,-1.037,0.838
SMA200_DIST_4h,-0.03,-0.1473,10,RETUNE,-0.12,0.5968,-9.555,8.858,-0.59,0.584,-19.602,15.294,10.673,-11.822,120.399,-116.723,-0.656,0.45,102.592,-101.589,-5.186,5.265,-18.775,17.523,-1.438,1.352
MFI_MAX_15m,20,-0.1497,10,RETUNE,5,0.0626,-26.01,25.891,-1.649,1.263,-34.844,31.227,13.661,-15.149,211.361,-206.276,-8.289,7.653,204.364,-206.357,-18.618,19.42,-40.722,40.481,-3.689,3.289
RSI_MIN_4h,80,-0.152,10,RETUNE,90,0.0552,-27.766,27.336,-1.495,1.254,-36.057,32.549,14.294,-15.815,218.127,-215.366,-7.76,7.612,216.047,-213.954,-21.401,20.301,-42.213,41.588,-3.716,3.395
STOCH_MIN_1h,5,-0.1551,10,REDO_FUNCTION,5,-0.1551,-0.642,1.04,-0.041,0.098,-1.003,1.475,0.647,-1.163,5.82,-9.096,-0.273,0.337,6.412,-7.88,-0.741,1.123,-1.058,1.809,-0.122,0.155
SMA200_DIST_4h,0.12,-0.1618,10,RETUNE,-0.12,0.5968,-23.604,22.305,-1.534,0.958,-33.428,29.473,14.302,-15.259,181.846,-178.483,-4.818,4.259,170.142,-168.458,-8.958,8.737,-32.106,31.55,-1.838,1.678
STOCH_MIN_D,95,-0.1677,10,REDO_FUNCTION,5,-0.1256,-27.635,26.818,-1.669,1.315,-36.245,32.191,14.261,-15.607,217.373,-210.803,-8.817,7.8,208.509,-208.362,-21.859,20.346,-40.908,40.402,-3.847,3.383
SMA200_DIST_4h,0.07,-0.1704,10,RETUNE,-0.12,0.5968,-20.583,19.124,-1.067,0.541,-30.197,26.081,13.13,-14.338,169.205,-165.515,-4.26,3.584,151.169,-149.904,-7.385,7.416,-29.419,29.135,-1.716,1.59
EMA_DIST_D,0.07,-0.1726,10,RETUNE,-0.2,0.662,-19.194,17.675,-0.879,0.465,-29.566,25.393,13.787,-14.699,165.155,-162.001,-2.64,1.893,154.817,-152.414,-7.965,7.31,-28.341,27.886,-1.607,1.474
RSI_MAX_15m,5,-0.1747,10,RETUNE,80,0.1084,-28.682,27.362,-1.791,1.337,-31.551,32.863,14.614,-15.901,215.572,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.021,42.288,-3.763,3.44
WT_LEVEL_MIN_D,20,-0.1814,10,RETUNE,-80,0.0837,-14.003,14.025,-0.659,0.597,-24.055,21.378,11.632,-12.736,148.684,-147.292,-1.057,0.955,133.985,-135.026,-8.034,8.006,-25.274,25.301,-1.605,1.55
ADX_MAX_D,30,-0.1823,10,RETUNE,50,0.3024,-13.362,12.015,-1.152,0.931,-20.529,16.904,11.091,-12.195,127.03,-119.041,-5.936,5.869,63.583,-65.629,-15.525,14.31,-18.536,16.976,-2.441,1.992
XCONF_DC_15m,on,-0.1976,10,REDO_FUNCTION,on,-0.1976,-15.608,16.912,-0.762,0.876,-19.802,21.444,8.971,-8.687,127.984,-131.986,-4.959,5.147,127.651,-132.93,-12.402,12.438,-24.486,25.993,-2.082,2.336
STOCH_MAX_15m,35,-0.218,10,REDO_FUNCTION,95,-0.106,-18.509,18.806,-1.105,0.877,-24.332,20.886,9.958,-10.536,144.873,-140.888,-5.503,5.486,140.453,-144.588,-13.616,13.059,-28.189,28.631,-2.507,2.385
STOCH_MIN_1h,90,-0.2238,10,REDO_FUNCTION,5,-0.1551,-25.183,25.543,-1.557,1.332,-33.764,30.81,12.627,-15.035,200.359,-195.486,-7.968,7.288,197.553,-200.023,-19.184,19.004,-39.667,39.164,-3.531,3.241
WT_LEVEL_MIN_D,60,-0.2271,10,RETUNE,-80,0.0837,-18.693,18.766,-0.862,0.689,-29.484,26.517,12.679,-13.79,173.475,-172.741,-4.929,4.571,168.056,-168.71,-11.001,10.503,-31.641,32.131,-1.878,1.8
STOCH_MIN_1h,95,-0.2279,10,REDO_FUNCTION,5,-0.1551,-27.134,26.693,-1.674,1.346,-36.0,32.312,13.587,-15.401,214.732,-209.651,-8.502,7.644,209.855,-210.008,-20.471,19.725,-42.421,41.168,-3.734,3.376
SMA200_DIST_4h,0.03,-0.2385,10,RETUNE,-0.12,0.5968,-16.239,15.284,-0.588,0.239,-26.181,22.694,12.251,-13.545,150.197,-148.176,-2.981,2.21,132.954,-132.035,-6.682,6.867,-25.89,24.927,-1.582,1.506
STOCH_MIN_4h,95,-0.2401,10,REDO_FUNCTION,95,-0.2401,-27.361,26.57,-1.532,1.301,-35.465,32.256,13.453,-15.5,215.104,-210.816,-8.553,7.624,210.073,-210.036,-21.558,20.151,-41.235,41.09,-3.67,3.302
ADX_MAX_15m,40,-0.2444,10,RETUNE,15,0.0606,-5.207,4.727,-0.513,0.448,-6.355,5.94,2.942,-2.832,39.413,-41.651,-0.995,0.801,29.721,-29.846,-3.033,2.796,-8.445,7.396,-0.69,0.496
WT_LEVEL_MAX_15m,-40,-0.2449,10,RETUNE,-60,0.1203,-18.829,18.757,-1.301,0.998,-23.644,22.45,9.718,-10.53,147.662,-147.035,-6.465,5.838,148.804,-151.227,-14.957,15.523,-29.303,28.799,-2.626,2.471
WT_LEVEL_MIN_1h,60,-0.2458,10,REDO_FUNCTION,60,-0.2458,-22.067,22.626,-0.863,0.806,-29.866,27.393,12.014,-13.762,180.539,-180.385,-6.412,6.3,172.859,-174.542,-16.828,16.419,-33.22,34.228,-2.886,2.731
STOCH_MIN_D,90,-0.2514,10,REDO_FUNCTION,5,-0.1256,-26.163,25.601,-1.57,1.224,-34.757,31.296,13.912,-15.401,207.312,-202.217,-8.598,7.678,198.379,-199.42,-21.859,20.346,-39.216,38.855,-3.624,3.193
ADX_MIN_D,50,-0.2572,10,RETUNE,20,0.4329,-26.302,25.299,-1.46,1.029,-31.507,28.658,12.536,-13.744,199.515,-198.01,-8.817,7.8,210.73,-208.19,-21.859,20.346,-38.606,37.772,-2.799,2.466
WT_LEVEL_MIN_D,40,-0.2624,10,RETUNE,-80,0.0837,-16.408,16.445,-0.78,0.646,-26.463,23.492,12.097,-13.498,162.384,-162.286,-2.906,2.564,150.416,-150.596,-8.618,8.388,-28.993,28.958,-1.754,1.664
ADX_MAX_4h,30,-0.2633,10,RETUNE,40,0.0525,-14.42,13.304,-1.232,1.162,-18.646,16.182,7.28,-8.066,103.951,-102.205,-4.029,4.149,92.504,-92.651,-10.474,10.079,-21.074,19.12,-1.729,1.529
RSI_MAX_15m,20,-0.2784,10,RETUNE,80,0.1084,-28.245,27.197,-1.774,1.299,-30.99,32.727,14.356,-15.854,211.907,-214.339,-8.817,7.8,216.391,-214.72,-21.684,20.328,-43.032,42.161,-3.691,3.412
SMA200_DIST_4h,0.0,-0.2784,10,RETUNE,-0.12,0.5968,-13.179,11.895,-0.675,0.594,-22.926,19.922,11.507,-12.634,137.211,-135.632,-1.984,1.311,117.046,-117.222,-5.852,5.926,-22.491,21.681,-1.508,1.441
EMA_DIST_4h,0.03,-0.2886,10,RETUNE,-0.07,0.6692,-21.598,20.385,-0.954,0.424,-30.88,26.795,12.62,-13.48,172.937,-170.364,-5.668,5.054,155.297,-154.292,-9.903,9.257,-30.026,28.818,-1.99,1.796
WT_LEVEL_MAX_15m,20,-0.3015,10,RETUNE,-60,0.1203,-10.506,10.005,-0.968,0.71,-12.099,12.772,5.336,-5.653,78.348,-79.277,-3.432,3.207,79.197,-82.613,-8.764,7.752,-16.258,16.359,-1.476,1.329
RSI_MIN_1h,20,-0.3117,10,RETUNE,95,0.0707,-0.403,1.062,0.012,0.06,-0.303,0.924,0.466,-0.734,2.293,-8.96,-0.106,0.076,2.559,-3.708,-0.051,-0.009,-0.807,1.342,-0.025,0.079
STOCH_MAX_15m,20,-0.3117,10,REDO_FUNCTION,95,-0.106,-23.115,22.566,-1.415,1.054,-28.431,27.579,12.122,-13.229,177.586,-172.979,-6.936,6.812,173.893,-180.798,-17.261,16.256,-34.803,35.086,-3.1,2.878
WT_LEVEL_MIN_4h,40,-0.3142,10,REDO_FUNCTION,40,-0.3142,-18.713,19.594,-0.582,0.609,-26.499,24.882,11.582,-13.003,158.706,-159.084,-5.543,5.511,151.517,-157.508,-11.809,12.638,-28.789,30.365,-2.337,2.18
XCONF_DC_1h,on,-0.319,10,REDO_FUNCTION,on,-0.319,-9.349,11.218,0.065,-0.017,-14.9,11.02,6.32,-6.029,83.665,-86.727,-3.108,3.641,85.745,-90.092,-8.347,9.559,-16.534,17.519,-1.452,1.422
WT_LEVEL_MIN_D,-60,-0.3219,10,RETUNE,-80,0.0837,-5.571,5.448,-0.344,0.39,-12.015,9.846,5.975,-6.338,67.491,-69.1,-0.056,0.073,52.077,-54.433,-1.313,1.271,-7.654,7.824,-0.307,0.297
STOCH_MAX_15m,90,-0.3282,10,REDO_FUNCTION,95,-0.106,-1.996,2.223,-0.127,0.134,-2.07,2.685,1.173,-1.285,14.506,-18.903,-0.48,0.632,15.227,-19.12,-1.716,1.236,-2.53,3.764,-0.202,0.286
WT_LEVEL_MIN_D,0,-0.3295,10,RETUNE,-80,0.0837,-11.396,11.53,-0.591,0.528,-21.314,18.961,10.6,-11.648,132.319,-132.188,-0.489,0.441,120.168,-123.367,-7.447,7.267,-22.356,22.49,-1.431,1.334
WT_LEVEL_MIN_4h,60,-0.3389,10,REDO_FUNCTION,40,-0.3142,-20.72,21.367,-0.729,0.726,-29.355,27.339,12.677,-14.113,176.153,-175.721,-6.427,6.342,168.11,-173.663,-13.044,13.577,-32.111,33.029,-2.693,2.479
MFI_MIN_4h,80,-0.3558,10,RETUNE,95,0.0125,-26.589,26.302,-1.228,1.128,-34.424,31.945,13.851,-15.516,211.585,-210.161,-7.915,7.287,205.533,-207.872,-21.074,19.72,-38.988,39.629,-3.566,3.238
LRB_MIN_D,0.05,-0.3625,6,RETUNE,1.1,0.4349,-0.938,1.356,-0.193,0.32,-1.287,2.057,,,1.654,-3.136,,,6.302,-10.763,,,-0.114,0.392,,
STOCH_MIN_4h,5,-0.3655,10,REDO_FUNCTION,95,-0.2401,-0.947,1.958,-0.033,0.121,-1.153,2.064,0.765,-1.035,6.446,-12.712,-1.103,1.132,8.162,-12.195,-1.3,1.346,-1.624,2.743,-0.282,0.336
WT_LEVEL_MIN_D,-40,-0.3667,10,RETUNE,-80,0.0837,-7.273,7.487,-0.407,0.459,-15.003,12.648,8.876,-9.977,90.196,-90.44,-0.114,0.111,74.229,-77.073,-2.864,2.461,-13.868,13.335,-0.792,0.675
STOCH_MAX_15m,50,-0.3739,10,REDO_FUNCTION,95,-0.106,-14.275,14.529,-0.832,0.628,-19.017,16.369,8.054,-8.01,107.877,-107.792,-4.141,3.924,106.5,-110.322,-10.329,9.861,-21.835,21.303,-1.746,1.777
WT_LEVEL_MAX_15m,0,-0.3748,10,RETUNE,-60,0.1203,-13.356,12.501,-1.114,0.794,-15.084,15.462,6.734,-7.528,98.464,-98.998,-4.284,3.916,101.375,-105.35,-10.662,10.168,-20.566,20.293,-1.955,1.694
STOCH_MAX_15m,65,-0.3763,10,REDO_FUNCTION,95,-0.106,-8.909,9.931,-0.645,0.428,-13.615,12.05,5.057,-5.251,71.86,-72.252,-3.103,2.652,70.518,-76.27,-6.899,6.662,-14.793,15.058,-1.207,1.202
DCPOS_MIN_D,0.05,-0.3803,11,RETUNE,1.1,0.0453,-0.1,0.643,0.015,0.261,-0.157,1.466,0.21,-0.765,2.4,-7.928,-0.012,0.15,2.961,-8.106,-0.644,1.214,-0.369,1.054,-0.053,0.153
WT_LEVEL_MAX_15m,60,-0.3873,10,RETUNE,-60,0.1203,-4.926,5.038,-0.695,0.494,-6.039,5.842,2.784,-2.178,36.886,-36.511,-1.137,1.354,33.036,-40.004,-5.097,3.566,-7.88,7.77,-0.69,0.641
ADX_MAX_D,20,-0.3875,10,RETUNE,50,0.3024,-23.104,21.427,-1.702,1.338,-30.619,27.613,13.632,-14.996,204.755,-200.608,-7.508,6.863,168.774,-169.195,-20.269,18.402,-30.73,28.607,-3.447,3.017
WT_LEVEL_MIN_D,-20,-0.3955,10,RETUNE,-80,0.0837,-9.346,9.617,-0.504,0.5,-18.919,16.562,9.498,-10.631,114.673,-115.355,-0.257,0.244,97.307,-101.335,-6.517,6.196,-18.047,18.525,-1.186,1.066
WT_LEVEL_MAX_15m,40,-0.3956,10,RETUNE,-60,0.1203,-7.766,7.503,-0.838,0.628,-8.921,8.951,3.856,-3.825,57.429,-56.256,-2.495,2.207,55.762,-62.19,-7.101,5.375,-12.148,11.985,-1.078,1.01
MFI_MIN_D,20,-0.4106,10,RETUNE,95,0.0704,-1.72,2.217,-0.052,0.099,-4.766,3.576,0.737,-0.893,8.083,-12.609,-0.092,0.115,9.489,-12.905,-0.301,0.547,-1.388,1.63,-0.095,0.115
WT_LEVEL_MIN_1h,40,-0.4214,10,REDO_FUNCTION,60,-0.2458,-19.661,20.444,-0.714,0.721,-27.292,24.199,10.844,-12.55,160.321,-161.562,-5.502,5.66,149.717,-154.83,-14.186,14.297,-29.267,31.039,-2.505,2.399
ADX_MAX_4h,20,-0.4225,10,RETUNE,40,0.0525,-22.948,22.026,-1.744,1.432,-31.702,27.745,11.667,-12.335,164.326,-164.643,-6.749,6.041,170.795,-168.16,-20.07,17.922,-35.249,33.497,-2.892,2.592
MFI_MIN_1h,20,-0.4308,10,RETUNE,95,0.017,-1.708,2.23,-0.01,0.137,-2.483,3.887,1.072,-1.662,13.11,-21.279,-0.211,0.287,10.098,-12.746,-0.735,1.002,-2.57,2.926,-0.162,0.201
WT_LEVEL_MIN_1h,-80,-0.4414,10,REDO_FUNCTION,60,-0.2458,-4.123,4.99,-0.092,0.248,-7.559,6.779,2.14,-2.298,29.878,-38.101,-0.892,0.83,30.254,-31.809,-2.034,2.426,-6.835,7.253,-0.402,0.519
RSI_MIN_4h,20,-0.4535,11,RETUNE,90,0.0552,-0.333,1.083,0.008,0.075,-0.404,1.433,0.552,-1.0,4.4,-12.07,-0.243,0.165,2.776,-6.248,-0.22,0.145,-0.832,1.567,-0.06,0.136
WT_LEVEL_MIN_4h,20,-0.4606,10,REDO_FUNCTION,40,-0.3142,-16.394,17.189,-0.461,0.561,-23.834,22.428,10.298,-11.847,140.806,-142.016,-4.973,4.786,133.349,-140.809,-10.196,10.387,-25.027,26.645,-2.032,1.928
WT_LEVEL_MIN_1h,20,-0.4706,10,REDO_FUNCTION,60,-0.2458,-17.038,17.977,-0.594,0.668,-24.628,21.875,9.369,-11.009,141.322,-142.2,-4.808,5.075,129.973,-136.655,-12.156,11.99,-25.759,27.209,-2.088,2.064
WT_LEVEL_MIN_4h,-80,-0.5171,10,REDO_FUNCTION,40,-0.3142,-4.56,5.039,-0.112,0.297,-5.835,6.789,3.615,-3.888,35.331,-43.984,-0.253,0.266,32.513,-36.573,-2.552,3.107,-7.162,7.694,-0.476,0.402
STOCH_MIN_D,80,-0.521,10,REDO_FUNCTION,5,-0.1256,-22.739,22.718,-1.479,1.235,-29.093,27.696,13.534,-14.636,171.82,-175.264,-7.178,6.905,172.452,-174.423,-21.077,19.256,-34.834,35.043,-3.302,2.946
STOCH_MIN_D,20,-0.5294,10,REDO_FUNCTION,5,-0.1256,-6.362,6.69,-0.19,0.231,-7.765,8.741,5.735,-6.499,47.655,-53.276,-3.791,3.319,56.109,-61.647,-5.711,5.876,-10.568,11.071,-1.66,1.454
STOCH_MIN_4h,80,-0.5329,10,REDO_FUNCTION,95,-0.2401,-22.179,22.789,-1.039,1.036,-27.059,27.07,11.803,-13.63,179.133,-181.382,-6.955,6.446,172.408,-179.477,-18.641,18.067,-34.316,35.353,-2.867,2.783
STOCH_MIN_4h,90,-0.5396,10,REDO_FUNCTION,95,-0.2401,-25.512,25.587,-1.352,1.222,-33.351,30.973,12.771,-14.913,200.74,-202.645,-7.926,7.209,198.936,-201.795,-20.459,19.633,-38.959,39.271,-3.344,3.121
MFI_MIN_D,65,-0.5409,10,RETUNE,95,0.0704,-19.616,20.489,-0.865,0.889,-30.49,28.147,12.533,-14.136,170.824,-176.885,-6.305,6.185,173.472,-176.796,-7.875,8.726,-31.805,32.744,-2.223,2.168
WT_LEVEL_MIN_1h,0,-0.5487,10,REDO_FUNCTION,60,-0.2458,-14.369,15.727,-0.454,0.54,-18.89,19.281,8.234,-9.698,120.092,-122.715,-4.005,4.305,108.919,-119.155,-10.279,10.133,-22.021,23.365,-1.768,1.784
MFI_MIN_D,35,-0.5663,10,RETUNE,95,0.0704,-5.35,6.031,-0.144,0.242,-11.679,9.997,4.463,-5.823,54.205,-58.611,-0.173,0.179,45.702,-51.045,-2.289,2.202,-9.306,10.066,-0.664,0.671
MFI_MAX_15m,35,-0.6002,10,RETUNE,5,0.0626,-19.891,20.878,-1.462,1.116,-27.703,24.929,10.143,-12.313,165.755,-163.956,-6.384,6.572,158.233,-170.788,-15.751,16.406,-30.981,33.324,-2.968,2.837
LRB_MIN_4h,0.95,-0.6296,10,RETUNE,1.1,0.0453,-24.77,25.504,-1.059,1.037,-34.251,31.999,13.646,-15.408,204.719,-208.254,-8.241,7.438,200.969,-207.602,-17.608,17.96,-36.579,38.243,-3.619,3.283
STOCH_MIN_D,50,-0.6371,10,REDO_FUNCTION,5,-0.1256,-16.079,16.66,-0.679,0.54,-20.304,19.029,9.582,-10.638,122.283,-129.345,-6.006,5.34,114.669,-117.831,-10.607,10.612,-23.325,23.693,-2.77,2.433
XCONF_STOCH_D,on,-0.6439,10,REDO_FUNCTION,on,-0.6439,-11.377,14.758,-0.7,0.562,-17.311,17.346,6.585,-7.8,93.646,-116.205,-1.845,6.953,95.566,-110.355,-6.222,17.046,-18.404,23.457,-1.445,2.866
LRB_MIN_1h,0.95,-0.6485,10,RETUNE,1.1,0.0453,-26.154,26.321,-1.028,1.061,-33.905,31.76,13.284,-15.265,206.093,-210.053,-7.728,7.584,201.214,-207.088,-18.326,18.368,-38.367,39.534,-3.534,3.258
XCONF_WT_4h,on,-0.6589,10,REDO_FUNCTION,on,-0.6589,-8.32,12.47,-0.246,0.042,-11.808,15.225,6.139,-5.778,80.004,-98.633,-2.664,3.653,84.39,-92.939,-8.329,9.358,-15.164,19.199,-1.33,1.552
MFI_MAX_15m,65,-0.6747,10,RETUNE,5,0.0626,-5.375,6.28,-0.583,0.552,-6.046,7.276,2.829,-3.103,40.761,-47.326,-1.085,2.168,36.468,-49.779,-5.071,6.095,-7.35,9.656,-0.778,0.917
MFI_MIN_4h,20,-0.6756,11,RETUNE,95,0.0125,-1.556,2.841,0.014,0.147,-2.201,4.852,1.582,-2.14,14.83,-26.73,-0.132,0.13,13.457,-20.597,-0.68,1.01,-2.877,4.48,-0.17,0.227
WT_LEVEL_MIN_4h,-60,-0.6777,10,REDO_FUNCTION,40,-0.3142,-6.914,7.959,-0.148,0.378,-8.749,10.503,5.082,-5.848,58.237,-68.693,-1.223,1.184,53.442,-60.5,-3.523,4.279,-10.977,11.983,-0.788,0.761
MFI_MIN_D,50,-0.6896,10,RETUNE,95,0.0704,-12.06,13.807,-0.447,0.609,-21.083,19.473,8.942,-11.155,123.004,-129.798,-1.933,1.567,103.419,-110.069,-5.306,5.703,-20.578,22.097,-1.339,1.354
LRB_MIN_D,0.35,-0.7063,6,RETUNE,1.1,0.4349,-5.803,6.518,-0.461,0.677,-8.083,9.308,,,55.559,-63.008,,,44.618,-48.747,,,-10.664,11.61,,
DCPOS_MIN_D,0.95,-0.7105,10,RETUNE,1.1,0.0453,-26.004,26.775,-1.724,1.462,-34.501,32.659,14.36,-15.859,208.818,-212.75,-8.27,7.559,204.542,-209.831,-20.613,19.798,-41.88,41.609,-3.699,3.339
RSI_MIN_D,65,-0.7142,10,RETUNE,90,0.0933,-22.022,23.478,-0.749,0.973,-30.562,29.504,14.155,-15.545,180.631,-188.851,-7.109,7.066,185.628,-193.41,-15.35,16.12,-33.927,35.77,-2.663,2.58
LRB_MIN_D,0.65,-0.7377,6,RETUNE,1.1,0.4349,-21.639,21.394,-0.876,0.943,-31.522,28.271,,,169.788,-174.412,,,173.499,-175.046,,,-30.28,31.027,,
LRB_MIN_D,0.2,-0.773,6,RETUNE,1.1,0.4349,-3.206,3.917,-0.332,0.488,-5.343,6.498,,,29.825,-37.236,,,29.778,-34.292,,,-2.782,3.409,,
LRB_MIN_D,0.5,-0.7832,6,RETUNE,1.1,0.4349,-8.193,9.142,-0.61,0.806,-10.339,11.645,,,72.728,-78.367,,,66.863,-74.092,,,-14.832,15.851,,
STOCH_MIN_D,65,-0.789,10,REDO_FUNCTION,5,-0.1256,-19.542,19.262,-1.135,0.981,-24.861,23.54,11.74,-13.144,143.723,-149.924,-6.633,6.175,139.636,-144.447,-17.841,16.806,-29.682,29.909,-3.016,2.672
SIZE_BAND_1h,0.5,-0.7912,10,REDO_FUNCTION,0.5,-0.7912,-0.039,2.854,-0.563,0.087,-0.838,3.358,0.288,-0.866,6.576,-17.997,-0.476,0.31,4.142,-12.324,-1.513,0.074,-1.302,2.439,-0.151,0.116
LRB_MIN_4h,0.05,-0.7966,10,RETUNE,1.1,0.0453,-1.742,3.15,0.006,0.334,-2.365,5.383,0.535,-0.923,17.317,-30.186,0.0,0.0,13.461,-23.158,-0.938,1.525,-3.027,4.597,-0.146,0.245
STOCH_MIN_D,35,-0.7981,10,REDO_FUNCTION,5,-0.1256,-11.019,11.414,-0.407,0.33,-15.581,14.735,7.898,-8.809,89.311,-97.375,-5.042,4.381,87.281,-93.294,-7.773,7.816,-16.494,16.851,-2.268,2.082
LRB_MIN_1h,0.05,-0.8135,10,RETUNE,1.1,0.0453,-2.831,4.367,-0.017,0.319,-2.392,5.471,0.964,-1.788,17.581,-32.175,-0.163,0.239,15.041,-23.373,-0.875,1.44,-3.73,5.588,-0.172,0.235
SIZE_BAND_4h,0.5,-0.8141,10,REDO_FUNCTION,0.5,-0.8141,-1.124,2.006,-0.596,0.058,-2.04,3.635,0.496,-0.634,6.706,-19.196,0.011,0.253,8.511,-10.045,-2.605,-0.865,-2.434,1.568,-0.099,0.112
XCONF_DC_4h,on,-0.8294,11,REDO_FUNCTION,on,-0.8294,-9.588,10.144,0.111,0.071,-13.716,10.548,5.478,-6.358,77.036,-84.664,-3.389,3.253,82.621,-87.844,-8.291,8.739,-16.716,16.055,-1.515,1.437
WT_LEVEL_MIN_1h,-60,-0.8646,10,REDO_FUNCTION,60,-0.2458,-6.645,7.674,-0.221,0.382,-10.799,10.593,4.094,-4.505,48.747,-60.909,-1.814,1.716,48.316,-55.447,-3.857,4.437,-10.353,11.086,-0.668,0.88
MFI_MIN_1h,80,-0.9028,10,RETUNE,95,0.017,-26.473,26.271,-1.393,1.164,-34.804,31.426,13.336,-15.283,200.473,-210.037,-8.388,7.456,209.264,-209.515,-19.5,18.761,-41.17,40.661,-3.588,3.283
STOCH_MIN_4h,65,-0.9079,10,REDO_FUNCTION,95,-0.2401,-18.496,19.422,-0.752,0.89,-22.577,22.636,9.629,-11.445,147.457,-153.955,-6.41,5.775,136.592,-148.538,-14.35,14.543,-28.122,29.538,-2.281,2.287
STOCH_MIN_1h,65,-0.9275,10,REDO_FUNCTION,5,-0.1551,-17.828,19.33,-0.891,0.956,-25.584,21.68,9.511,-10.715,130.873,-142.776,-5.227,5.516,139.954,-144.668,-14.038,14.834,-28.417,29.07,-2.517,2.388
STOCH_MIN_1h,50,-0.9386,10,REDO_FUNCTION,5,-0.1551,-13.985,15.312,-0.64,0.808,-17.378,17.873,7.159,-8.676,99.619,-115.131,-4.065,4.043,105.775,-109.796,-11.185,10.785,-21.794,22.494,-1.953,1.963
STOCH_MIN_1h,80,-0.9442,10,REDO_FUNCTION,5,-0.1551,-21.88,22.884,-1.261,1.168,-29.471,27.518,11.213,-13.342,165.471,-176.338,-6.532,6.6,171.279,-177.335,-17.011,17.651,-34.763,35.43,-3.077,2.911
WT_LEVEL_MIN_4h,-20,-0.95,10,REDO_FUNCTION,40,-0.3142,-11.466,13.011,-0.331,0.507,-16.763,16.263,8.268,-9.296,93.976,-106.603,-3.229,3.097,89.935,-99.028,-6.179,6.846,-17.794,19.807,-1.379,1.359
MFI_MAX_15m,50,-0.9617,10,RETUNE,5,0.0626,-12.364,13.692,-1.05,0.877,-18.853,16.559,6.034,-7.446,95.356,-101.297,-3.761,4.348,94.744,-109.314,-10.768,11.302,-18.874,21.665,-1.949,1.865
BB_MIN_D,1.1,-0.9778,10,REDO_FUNCTION,1.1,-0.9778,-25.9,26.386,-1.074,1.153,-33.389,31.918,13.423,-15.406,196.527,-206.707,-7.852,7.615,196.313,-204.665,-19.139,19.316,-36.798,38.79,-2.958,2.891
XCONF_RSI_15m,on,-0.9796,10,REDO_FUNCTION,on,-0.9796,-14.557,17.586,-0.851,0.716,-19.129,21.305,8.329,-9.236,120.785,-135.13,-4.858,5.113,122.571,-135.736,-12.382,12.192,-22.963,26.513,-2.032,2.171
XCONF_EMA_15m,on,-1.021,10,REDO_FUNCTION,on,-1.021,-11.975,15.654,-0.721,0.523,-13.576,18.809,7.094,-8.3,102.562,-121.033,-4.086,4.364,103.794,-117.439,-10.686,10.634,-19.892,23.654,-1.628,1.828
DCPOS_MAX_15m,0.05,-1.0285,10,REDO_FUNCTION,1.1,0.0,-25.981,27.097,-1.673,1.283,-29.046,32.428,13.8,-15.767,203.443,-214.015,-8.022,7.778,200.406,-213.748,-19.971,20.05,-40.44,41.857,-3.451,3.401
DCPOS_MIN_4h,0.05,-1.037,10,RETUNE,1.1,0.0453,0.172,1.848,0.199,0.389,0.392,3.161,-0.18,-1.161,-0.704,-14.112,-0.146,0.674,-0.772,-14.389,-0.044,1.314,-0.058,2.459,-0.022,0.24
